t(ticks)	;	nlug	;	id_viat	;	observ
52010	;	50	;	797	;	saida
52031	;	49	;	798	;	estacionamento
52043	;	50	;	798	;	saida
52067	;	49	;	799	;	estacionamento
52100	;	50	;	799	;	saida
52123	;	49	;	800	;	estacionamento
52165	;	50	;	800	;	saida
52187	;	49	;	801	;	estacionamento
52214	;	50	;	801	;	saida
52235	;	49	;	802	;	estacionamento
52282	;	50	;	802	;	saida
52304	;	49	;	803	;	estacionamento
52321	;	50	;	803	;	saida
52342	;	49	;	804	;	estacionamento
52374	;	50	;	804	;	saida
52394	;	49	;	805	;	estacionamento
52421	;	50	;	805	;	saida
52442	;	49	;	806	;	estacionamento
52484	;	50	;	806	;	saida
52508	;	49	;	807	;	estacionamento
52520	;	50	;	807	;	saida
52540	;	49	;	808	;	estacionamento
52562	;	50	;	808	;	saida
52583	;	49	;	809	;	estacionamento
52635	;	50	;	809	;	saida
54098	;	49	;	810	;	estacionamento
54154	;	50	;	810	;	saida
54195	;	49	;	881	;	estacionamento
54250	;	50	;	881	;	saida
54271	;	49	;	869	;	estacionamento
54306	;	50	;	869	;	saida
54327	;	49	;	872	;	estacionamento
54348	;	50	;	872	;	saida
54368	;	49	;	879	;	estacionamento
54409	;	50	;	879	;	saida
54435	;	49	;	849	;	estacionamento
54445	;	50	;	849	;	saida
54468	;	49	;	867	;	estacionamento
54513	;	50	;	867	;	saida
54536	;	49	;	880	;	estacionamento
54591	;	50	;	880	;	saida
54614	;	49	;	868	;	estacionamento
54644	;	50	;	868	;	saida
54666	;	49	;	876	;	estacionamento
54721	;	50	;	876	;	saida
54744	;	49	;	884	;	estacionamento
54760	;	50	;	884	;	saida
54782	;	49	;	864	;	estacionamento
54838	;	50	;	864	;	saida
54860	;	49	;	833	;	estacionamento
54916	;	50	;	833	;	saida
54942	;	49	;	862	;	estacionamento
54978	;	50	;	862	;	saida
55000	;	49	;	827	;	estacionamento
55025	;	50	;	827	;	saida
55047	;	49	;	831	;	estacionamento
55093	;	50	;	831	;	saida
55115	;	49	;	843	;	estacionamento
55145	;	50	;	843	;	saida
55168	;	49	;	846	;	estacionamento
55218	;	50	;	846	;	saida
55240	;	49	;	848	;	estacionamento
55265	;	50	;	848	;	saida
55288	;	49	;	859	;	estacionamento
55303	;	50	;	859	;	saida
55325	;	49	;	865	;	estacionamento
55370	;	50	;	865	;	saida
55392	;	49	;	883	;	estacionamento
55438	;	50	;	883	;	saida
55460	;	49	;	885	;	estacionamento
55479	;	50	;	885	;	saida
55501	;	49	;	837	;	estacionamento
55546	;	50	;	837	;	saida
55568	;	49	;	874	;	estacionamento
55608	;	50	;	874	;	saida
55631	;	49	;	822	;	estacionamento
55647	;	50	;	822	;	saida
55669	;	49	;	858	;	estacionamento
55684	;	50	;	858	;	saida
55707	;	49	;	888	;	estacionamento
55722	;	50	;	888	;	saida
55743	;	49	;	828	;	estacionamento
55758	;	50	;	828	;	saida
55780	;	49	;	834	;	estacionamento
55824	;	50	;	834	;	saida
55846	;	49	;	851	;	estacionamento
55876	;	50	;	851	;	saida
55898	;	49	;	816	;	estacionamento
55953	;	50	;	816	;	saida
55975	;	49	;	844	;	estacionamento
56015	;	50	;	844	;	saida
56037	;	49	;	866	;	estacionamento
56056	;	50	;	866	;	saida
56078	;	49	;	815	;	estacionamento
56123	;	50	;	815	;	saida
56145	;	49	;	821	;	estacionamento
56190	;	50	;	821	;	saida
56212	;	49	;	830	;	estacionamento
56227	;	50	;	830	;	saida
56248	;	49	;	840	;	estacionamento
56273	;	50	;	840	;	saida
56295	;	49	;	842	;	estacionamento
56304	;	50	;	842	;	saida
56359	;	49	;	850	;	estacionamento
56414	;	50	;	850	;	saida
56437	;	49	;	853	;	estacionamento
56486	;	50	;	853	;	saida
56507	;	49	;	882	;	estacionamento
56532	;	50	;	882	;	saida
56553	;	49	;	854	;	estacionamento
56587	;	50	;	854	;	saida
56610	;	49	;	855	;	estacionamento
56634	;	50	;	855	;	saida
56656	;	49	;	857	;	estacionamento
56710	;	50	;	857	;	saida
56731	;	49	;	860	;	estacionamento
56776	;	50	;	860	;	saida
56798	;	49	;	878	;	estacionamento
56832	;	50	;	878	;	saida
56853	;	49	;	811	;	estacionamento
56878	;	50	;	811	;	saida
56896	;	49	;	814	;	estacionamento
56925	;	50	;	814	;	saida
56943	;	49	;	817	;	estacionamento
56987	;	50	;	817	;	saida
57005	;	49	;	819	;	estacionamento
57054	;	50	;	819	;	saida
57075	;	49	;	820	;	estacionamento
57094	;	50	;	820	;	saida
57112	;	49	;	826	;	estacionamento
57161	;	50	;	826	;	saida
57179	;	49	;	835	;	estacionamento
57193	;	50	;	835	;	saida
57210	;	49	;	836	;	estacionamento
57239	;	50	;	836	;	saida
57256	;	49	;	839	;	estacionamento
57270	;	50	;	839	;	saida
57287	;	49	;	847	;	estacionamento
57326	;	50	;	847	;	saida
57343	;	49	;	871	;	estacionamento
57397	;	50	;	871	;	saida
57418	;	49	;	875	;	estacionamento
57470	;	50	;	875	;	saida
57487	;	49	;	877	;	estacionamento
57496	;	50	;	877	;	saida
57513	;	49	;	841	;	estacionamento
57525	;	50	;	841	;	saida
57542	;	49	;	870	;	estacionamento
57556	;	50	;	870	;	saida
57573	;	49	;	812	;	estacionamento
57616	;	50	;	812	;	saida
57633	;	49	;	813	;	estacionamento
57686	;	50	;	813	;	saida
57704	;	49	;	818	;	estacionamento
57722	;	50	;	818	;	saida
57738	;	49	;	823	;	estacionamento
57787	;	50	;	823	;	saida
57805	;	49	;	824	;	estacionamento
57843	;	50	;	824	;	saida
57861	;	49	;	825	;	estacionamento
57914	;	50	;	825	;	saida
57930	;	49	;	829	;	estacionamento
57959	;	50	;	829	;	saida
57975	;	49	;	832	;	estacionamento
57984	;	50	;	832	;	saida
58000	;	49	;	838	;	estacionamento
58018	;	50	;	838	;	saida
58035	;	49	;	845	;	estacionamento
58044	;	50	;	845	;	saida
58061	;	49	;	852	;	estacionamento
58109	;	50	;	852	;	saida
58127	;	49	;	856	;	estacionamento
58150	;	50	;	856	;	saida
58166	;	49	;	861	;	estacionamento
58214	;	50	;	861	;	saida
58231	;	49	;	863	;	estacionamento
58264	;	50	;	863	;	saida
58281	;	49	;	873	;	estacionamento
58289	;	50	;	873	;	saida
58305	;	49	;	886	;	estacionamento
58318	;	50	;	886	;	saida
58335	;	49	;	887	;	estacionamento
58367	;	50	;	887	;	saida
58392	;	49	;	889	;	estacionamento
58445	;	50	;	889	;	saida
58467	;	49	;	890	;	estacionamento
58494	;	50	;	890	;	saida
58518	;	49	;	891	;	estacionamento
58546	;	50	;	891	;	saida
58568	;	49	;	892	;	estacionamento
58611	;	50	;	892	;	saida
58626	;	49	;	893	;	estacionamento
58634	;	50	;	893	;	saida
58659	;	49	;	894	;	estacionamento
58698	;	50	;	894	;	saida
58722	;	49	;	895	;	estacionamento
58766	;	50	;	895	;	saida
58795	;	49	;	896	;	estacionamento
58808	;	50	;	896	;	saida
58827	;	49	;	897	;	estacionamento
58846	;	50	;	897	;	saida
58870	;	49	;	898	;	estacionamento
58924	;	50	;	898	;	saida
58945	;	49	;	899	;	estacionamento
58988	;	50	;	899	;	saida
59009	;	49	;	900	;	estacionamento
59021	;	50	;	900	;	saida
59047	;	49	;	901	;	estacionamento
59080	;	50	;	901	;	saida
59099	;	49	;	902	;	estacionamento
59143	;	50	;	902	;	saida
59164	;	49	;	903	;	estacionamento
59198	;	50	;	903	;	saida
59221	;	49	;	904	;	estacionamento
59264	;	50	;	904	;	saida
59297	;	49	;	905	;	estacionamento
59316	;	50	;	905	;	saida
59339	;	49	;	906	;	estacionamento
59367	;	50	;	906	;	saida
59386	;	49	;	907	;	estacionamento
59399	;	50	;	907	;	saida
59418	;	49	;	908	;	estacionamento
59436	;	50	;	908	;	saida
59455	;	49	;	909	;	estacionamento
59472	;	50	;	909	;	saida
59497	;	49	;	910	;	estacionamento
59540	;	50	;	910	;	saida
59562	;	49	;	911	;	estacionamento
59615	;	50	;	911	;	saida
59638	;	49	;	912	;	estacionamento
59686	;	50	;	912	;	saida
59710	;	49	;	913	;	estacionamento
59718	;	50	;	913	;	saida
59741	;	49	;	914	;	estacionamento
59749	;	50	;	914	;	saida
59771	;	49	;	915	;	estacionamento
59804	;	50	;	915	;	saida
59826	;	49	;	916	;	estacionamento
59864	;	50	;	916	;	saida
59886	;	49	;	917	;	estacionamento
59934	;	50	;	917	;	saida
59956	;	49	;	918	;	estacionamento
59989	;	50	;	918	;	saida
60011	;	49	;	919	;	estacionamento
60064	;	50	;	919	;	saida
60087	;	49	;	920	;	estacionamento
60140	;	50	;	920	;	saida
60162	;	49	;	921	;	estacionamento
60184	;	50	;	921	;	saida
60206	;	49	;	922	;	estacionamento
60244	;	50	;	922	;	saida
60266	;	49	;	923	;	estacionamento
60274	;	50	;	923	;	saida
60296	;	49	;	924	;	estacionamento
60308	;	50	;	924	;	saida
60330	;	49	;	925	;	estacionamento
60343	;	50	;	925	;	saida
60365	;	49	;	926	;	estacionamento
60399	;	50	;	926	;	saida
60425	;	49	;	927	;	estacionamento
60463	;	50	;	927	;	saida
60485	;	49	;	928	;	estacionamento
60492	;	50	;	928	;	saida
60514	;	49	;	929	;	estacionamento
60561	;	50	;	929	;	saida
60583	;	49	;	930	;	estacionamento
60620	;	50	;	930	;	saida
60642	;	49	;	931	;	estacionamento
60679	;	50	;	931	;	saida
60701	;	49	;	932	;	estacionamento
60739	;	50	;	932	;	saida
60765	;	49	;	933	;	estacionamento
60817	;	50	;	933	;	saida
60839	;	49	;	934	;	estacionamento
60872	;	50	;	934	;	saida
60895	;	49	;	935	;	estacionamento
60922	;	50	;	935	;	saida
60944	;	49	;	936	;	estacionamento
60992	;	50	;	936	;	saida
61013	;	49	;	937	;	estacionamento
61067	;	50	;	937	;	saida
61092	;	49	;	938	;	estacionamento
61114	;	50	;	938	;	saida
61136	;	49	;	939	;	estacionamento
61169	;	50	;	939	;	saida
61191	;	49	;	940	;	estacionamento
61224	;	50	;	940	;	saida
61245	;	49	;	941	;	estacionamento
61268	;	50	;	941	;	saida
61290	;	49	;	942	;	estacionamento
61337	;	50	;	942	;	saida
61358	;	49	;	943	;	estacionamento
61413	;	50	;	943	;	saida
61440	;	49	;	944	;	estacionamento
61483	;	50	;	944	;	saida
61505	;	49	;	945	;	estacionamento
61527	;	50	;	945	;	saida
61549	;	49	;	946	;	estacionamento
61561	;	50	;	946	;	saida
61586	;	49	;	947	;	estacionamento
61609	;	50	;	947	;	saida
61633	;	49	;	948	;	estacionamento
61671	;	50	;	948	;	saida
61693	;	49	;	949	;	estacionamento
61720	;	50	;	949	;	saida
61743	;	49	;	950	;	estacionamento
61790	;	50	;	950	;	saida
61812	;	49	;	951	;	estacionamento
61864	;	50	;	951	;	saida
61886	;	49	;	952	;	estacionamento
61893	;	50	;	952	;	saida
61915	;	49	;	953	;	estacionamento
61967	;	50	;	953	;	saida
61989	;	49	;	954	;	estacionamento
62026	;	50	;	954	;	saida
62049	;	49	;	955	;	estacionamento
62076	;	50	;	955	;	saida
62099	;	49	;	956	;	estacionamento
62146	;	50	;	956	;	saida
62169	;	49	;	957	;	estacionamento
62216	;	50	;	957	;	saida
62248	;	49	;	958	;	estacionamento
62255	;	50	;	958	;	saida
62277	;	49	;	959	;	estacionamento
62294	;	50	;	959	;	saida
62316	;	49	;	960	;	estacionamento
62338	;	50	;	960	;	saida
62360	;	49	;	961	;	estacionamento
62367	;	50	;	961	;	saida
62388	;	49	;	962	;	estacionamento
62430	;	50	;	962	;	saida
62451	;	49	;	963	;	estacionamento
62483	;	50	;	963	;	saida
63672	;	49	;	964	;	estacionamento
63726	;	50	;	964	;	saida
63752	;	49	;	1019	;	estacionamento
63772	;	50	;	1019	;	saida
63793	;	49	;	1007	;	estacionamento
63814	;	50	;	1007	;	saida
63833	;	49	;	1010	;	estacionamento
63868	;	50	;	1010	;	saida
63888	;	49	;	1017	;	estacionamento
63944	;	50	;	1017	;	saida
63966	;	49	;	987	;	estacionamento
63997	;	50	;	987	;	saida
64020	;	49	;	1005	;	estacionamento
64039	;	50	;	1005	;	saida
64062	;	49	;	1018	;	estacionamento
64112	;	50	;	1018	;	saida
64137	;	49	;	1006	;	estacionamento
64153	;	50	;	1006	;	saida
64175	;	49	;	1014	;	estacionamento
64196	;	50	;	1014	;	saida
64218	;	49	;	1022	;	estacionamento
64263	;	50	;	1022	;	saida
64285	;	49	;	1002	;	estacionamento
64310	;	50	;	1002	;	saida
64333	;	49	;	1000	;	estacionamento
64367	;	50	;	1000	;	saida
64389	;	49	;	965	;	estacionamento
64430	;	50	;	965	;	saida
64454	;	49	;	969	;	estacionamento
64474	;	50	;	969	;	saida
64496	;	49	;	981	;	estacionamento
64531	;	50	;	981	;	saida
64554	;	49	;	984	;	estacionamento
64583	;	50	;	984	;	saida
64605	;	49	;	986	;	estacionamento
64678	;	50	;	986	;	saida
64705	;	49	;	997	;	estacionamento
64766	;	50	;	997	;	saida
64791	;	49	;	1003	;	estacionamento
64841	;	50	;	1003	;	saida
64863	;	49	;	1021	;	estacionamento
64918	;	50	;	1021	;	saida
64940	;	49	;	1023	;	estacionamento
64949	;	50	;	1023	;	saida
64971	;	49	;	975	;	estacionamento
64981	;	50	;	975	;	saida
65004	;	49	;	1012	;	estacionamento
65049	;	50	;	1012	;	saida
65071	;	49	;	996	;	estacionamento
65095	;	50	;	996	;	saida
65118	;	49	;	1026	;	estacionamento
65157	;	50	;	1026	;	saida
65178	;	49	;	966	;	estacionamento
65203	;	50	;	966	;	saida
65224	;	49	;	972	;	estacionamento
65244	;	50	;	972	;	saida
65266	;	49	;	989	;	estacionamento
65290	;	50	;	989	;	saida
65312	;	49	;	971	;	estacionamento
65326	;	50	;	971	;	saida
65348	;	49	;	982	;	estacionamento
65362	;	50	;	982	;	saida
65384	;	49	;	1004	;	estacionamento
65414	;	50	;	1004	;	saida
65438	;	49	;	968	;	estacionamento
65473	;	50	;	968	;	saida
65496	;	49	;	978	;	estacionamento
65536	;	50	;	978	;	saida
65558	;	49	;	980	;	estacionamento
65592	;	50	;	980	;	saida
65613	;	49	;	988	;	estacionamento
65657	;	50	;	988	;	saida
65679	;	49	;	991	;	estacionamento
65703	;	50	;	991	;	saida
65725	;	49	;	1015	;	estacionamento
65754	;	50	;	1015	;	saida
65777	;	49	;	979	;	estacionamento
65791	;	50	;	979	;	saida
65812	;	49	;	1020	;	estacionamento
65837	;	50	;	1020	;	saida
65859	;	49	;	992	;	estacionamento
65878	;	50	;	992	;	saida
65900	;	49	;	993	;	estacionamento
65954	;	50	;	993	;	saida
65975	;	49	;	995	;	estacionamento
65989	;	50	;	995	;	saida
66010	;	49	;	998	;	estacionamento
66019	;	50	;	998	;	saida
66050	;	49	;	1008	;	estacionamento
66095	;	50	;	1008	;	saida
66117	;	49	;	970	;	estacionamento
66171	;	50	;	970	;	saida
66192	;	49	;	976	;	estacionamento
66230	;	50	;	976	;	saida
66253	;	49	;	983	;	estacionamento
66303	;	50	;	983	;	saida
66322	;	49	;	990	;	estacionamento
66351	;	50	;	990	;	saida
66369	;	49	;	994	;	estacionamento
66418	;	50	;	994	;	saida
66437	;	49	;	999	;	estacionamento
66445	;	50	;	999	;	saida
66463	;	49	;	1001	;	estacionamento
66496	;	50	;	1001	;	saida
66514	;	49	;	1011	;	estacionamento
66563	;	50	;	1011	;	saida
66581	;	49	;	1024	;	estacionamento
66620	;	50	;	1024	;	saida
66638	;	49	;	1016	;	estacionamento
66681	;	50	;	1016	;	saida
66699	;	49	;	973	;	estacionamento
66748	;	50	;	973	;	saida
66776	;	49	;	974	;	estacionamento
66799	;	50	;	974	;	saida
66818	;	49	;	977	;	estacionamento
66837	;	50	;	977	;	saida
66855	;	49	;	985	;	estacionamento
66893	;	50	;	985	;	saida
66910	;	49	;	1009	;	estacionamento
66939	;	50	;	1009	;	saida
66958	;	49	;	1013	;	estacionamento
66991	;	50	;	1013	;	saida
67009	;	49	;	967	;	estacionamento
67018	;	50	;	967	;	saida
67043	;	49	;	1025	;	estacionamento
67066	;	50	;	1025	;	saida
67083	;	49	;	1027	;	estacionamento
67116	;	50	;	1027	;	saida
67144	;	49	;	1028	;	estacionamento
67173	;	50	;	1028	;	saida
67196	;	49	;	1029	;	estacionamento
67219	;	50	;	1029	;	saida
67239	;	49	;	1030	;	estacionamento
67257	;	50	;	1030	;	saida
67291	;	49	;	1031	;	estacionamento
67334	;	50	;	1031	;	saida
67354	;	49	;	1032	;	estacionamento
67399	;	50	;	1032	;	saida
67430	;	49	;	1033	;	estacionamento
67458	;	50	;	1033	;	saida
67478	;	49	;	1034	;	estacionamento
67527	;	50	;	1034	;	saida
67559	;	49	;	1035	;	estacionamento
67602	;	50	;	1035	;	saida
67622	;	49	;	1036	;	estacionamento
67630	;	50	;	1036	;	saida
67655	;	49	;	1037	;	estacionamento
67679	;	50	;	1037	;	saida
67703	;	49	;	1038	;	estacionamento
67757	;	50	;	1038	;	saida
67782	;	49	;	1039	;	estacionamento
67806	;	50	;	1039	;	saida
67825	;	49	;	1040	;	estacionamento
67853	;	50	;	1040	;	saida
67875	;	49	;	1041	;	estacionamento
67909	;	50	;	1041	;	saida
67930	;	49	;	1042	;	estacionamento
67973	;	50	;	1042	;	saida
67995	;	49	;	1043	;	estacionamento
68028	;	50	;	1043	;	saida
68055	;	49	;	1044	;	estacionamento
68103	;	50	;	1044	;	saida
68128	;	49	;	1045	;	estacionamento
68167	;	50	;	1045	;	saida
68192	;	49	;	1046	;	estacionamento
68245	;	50	;	1046	;	saida
68265	;	49	;	1047	;	estacionamento
68317	;	50	;	1047	;	saida
68345	;	49	;	1048	;	estacionamento
68359	;	50	;	1048	;	saida
68383	;	49	;	1049	;	estacionamento
68414	;	50	;	1049	;	saida
68442	;	49	;	1050	;	estacionamento
68490	;	50	;	1050	;	saida
68516	;	49	;	1051	;	estacionamento
68535	;	50	;	1051	;	saida
68554	;	49	;	1052	;	estacionamento
68577	;	50	;	1052	;	saida
68610	;	49	;	1053	;	estacionamento
68638	;	50	;	1053	;	saida
68668	;	49	;	1054	;	estacionamento
68696	;	50	;	1054	;	saida
68721	;	49	;	1055	;	estacionamento
68735	;	50	;	1055	;	saida
68760	;	49	;	1056	;	estacionamento
68794	;	50	;	1056	;	saida
68824	;	49	;	1057	;	estacionamento
68873	;	50	;	1057	;	saida
68893	;	49	;	1058	;	estacionamento
68917	;	50	;	1058	;	saida
68937	;	49	;	1059	;	estacionamento
68975	;	50	;	1059	;	saida
68994	;	49	;	1060	;	estacionamento
69012	;	50	;	1060	;	saida
69037	;	49	;	1061	;	estacionamento
69060	;	50	;	1061	;	saida
69085	;	49	;	1062	;	estacionamento
69133	;	50	;	1062	;	saida
69157	;	49	;	1063	;	estacionamento
69185	;	50	;	1063	;	saida
69210	;	49	;	1064	;	estacionamento
69258	;	50	;	1064	;	saida
69283	;	49	;	1065	;	estacionamento
69326	;	50	;	1065	;	saida
69351	;	49	;	1066	;	estacionamento
69359	;	50	;	1066	;	saida
69400	;	49	;	1067	;	estacionamento
69413	;	50	;	1067	;	saida
69434	;	49	;	1068	;	estacionamento
69452	;	50	;	1068	;	saida
69477	;	49	;	1069	;	estacionamento
69495	;	50	;	1069	;	saida
69520	;	49	;	1070	;	estacionamento
69528	;	50	;	1070	;	saida
69553	;	49	;	1071	;	estacionamento
69566	;	50	;	1071	;	saida
69586	;	49	;	1072	;	estacionamento
69624	;	50	;	1072	;	saida
69653	;	49	;	1073	;	estacionamento
69697	;	50	;	1073	;	saida
69723	;	49	;	1074	;	estacionamento
69776	;	50	;	1074	;	saida
69801	;	49	;	1075	;	estacionamento
69849	;	50	;	1075	;	saida
69869	;	49	;	1076	;	estacionamento
69913	;	50	;	1076	;	saida
69943	;	49	;	1077	;	estacionamento
69950	;	50	;	1077	;	saida
69975	;	49	;	1078	;	estacionamento
69988	;	50	;	1078	;	saida
70013	;	49	;	1079	;	estacionamento
70036	;	50	;	1079	;	saida
70062	;	49	;	1080	;	estacionamento
70100	;	50	;	1080	;	saida
70121	;	49	;	1081	;	estacionamento
70148	;	50	;	1081	;	saida
70175	;	49	;	1082	;	estacionamento
70209	;	50	;	1082	;	saida
70228	;	49	;	1083	;	estacionamento
70237	;	50	;	1083	;	saida
70269	;	49	;	1084	;	estacionamento
70326	;	50	;	1084	;	saida
70355	;	49	;	1085	;	estacionamento
70403	;	50	;	1085	;	saida
70438	;	49	;	1086	;	estacionamento
70452	;	50	;	1086	;	saida
70477	;	49	;	1087	;	estacionamento
70505	;	50	;	1087	;	saida
70530	;	49	;	1088	;	estacionamento
70568	;	50	;	1088	;	saida
70588	;	49	;	1089	;	estacionamento
70596	;	50	;	1089	;	saida
70626	;	49	;	1090	;	estacionamento
70665	;	50	;	1090	;	saida
70684	;	49	;	1091	;	estacionamento
70727	;	50	;	1091	;	saida
70758	;	49	;	1092	;	estacionamento
70802	;	50	;	1092	;	saida
70826	;	49	;	1093	;	estacionamento
70865	;	50	;	1093	;	saida
70889	;	49	;	1094	;	estacionamento
70897	;	50	;	1094	;	saida
70958	;	49	;	1095	;	estacionamento
71001	;	50	;	1095	;	saida
71021	;	49	;	1096	;	estacionamento
71075	;	50	;	1096	;	saida
71099	;	49	;	1097	;	estacionamento
71112	;	50	;	1097	;	saida
71142	;	49	;	1098	;	estacionamento
71161	;	50	;	1098	;	saida
71185	;	49	;	1099	;	estacionamento
71233	;	50	;	1099	;	saida
71257	;	49	;	1100	;	estacionamento
71290	;	50	;	1100	;	saida
71315	;	49	;	1101	;	estacionamento
71359	;	50	;	1101	;	saida
71396	;	49	;	1102	;	estacionamento
71414	;	50	;	1102	;	saida
71434	;	49	;	1103	;	estacionamento
71487	;	50	;	1103	;	saida
71512	;	49	;	1104	;	estacionamento
71554	;	50	;	1104	;	saida
71574	;	49	;	1105	;	estacionamento
71618	;	50	;	1105	;	saida
71636	;	49	;	1106	;	estacionamento
71702	;	50	;	1106	;	saida
71745	;	49	;	1107	;	estacionamento
71793	;	50	;	1107	;	saida
71828	;	49	;	1108	;	estacionamento
71846	;	50	;	1108	;	saida
71871	;	49	;	1109	;	estacionamento
71883	;	50	;	1109	;	saida
71907	;	49	;	1110	;	estacionamento
71940	;	50	;	1110	;	saida
71964	;	49	;	1111	;	estacionamento
71992	;	50	;	1111	;	saida
72015	;	49	;	1112	;	estacionamento
72023	;	50	;	1112	;	saida
72046	;	49	;	1113	;	estacionamento
72064	;	50	;	1113	;	saida
72086	;	49	;	1114	;	estacionamento
72100	;	50	;	1114	;	saida
72123	;	49	;	1115	;	estacionamento
72146	;	50	;	1115	;	saida
72169	;	49	;	1116	;	estacionamento
72221	;	50	;	1116	;	saida
72244	;	49	;	1117	;	estacionamento
72261	;	50	;	1117	;	saida
72284	;	49	;	1118	;	estacionamento
72311	;	50	;	1118	;	saida
72334	;	49	;	1119	;	estacionamento
72371	;	50	;	1119	;	saida
72403	;	49	;	1120	;	estacionamento
72446	;	50	;	1120	;	saida
72470	;	49	;	1121	;	estacionamento
72502	;	50	;	1121	;	saida
72524	;	49	;	1122	;	estacionamento
72537	;	50	;	1122	;	saida
72560	;	49	;	1123	;	estacionamento
72612	;	50	;	1123	;	saida
72634	;	49	;	1124	;	estacionamento
72647	;	50	;	1124	;	saida
72669	;	49	;	1125	;	estacionamento
72702	;	50	;	1125	;	saida
72724	;	49	;	1126	;	estacionamento
72746	;	50	;	1126	;	saida
72768	;	49	;	1127	;	estacionamento
72781	;	50	;	1127	;	saida
72803	;	49	;	1128	;	estacionamento
72836	;	50	;	1128	;	saida
72859	;	49	;	1129	;	estacionamento
72901	;	50	;	1129	;	saida
72925	;	49	;	1130	;	estacionamento
72957	;	50	;	1130	;	saida
72979	;	49	;	1131	;	estacionamento
73026	;	50	;	1131	;	saida
73060	;	49	;	1132	;	estacionamento
73073	;	50	;	1132	;	saida
73097	;	49	;	1133	;	estacionamento
73104	;	50	;	1133	;	saida
73127	;	49	;	1134	;	estacionamento
73144	;	50	;	1134	;	saida
73167	;	49	;	1135	;	estacionamento
73184	;	50	;	1135	;	saida
73207	;	49	;	1136	;	estacionamento
73230	;	50	;	1136	;	saida
73254	;	49	;	1137	;	estacionamento
73291	;	50	;	1137	;	saida
73313	;	49	;	1138	;	estacionamento
73365	;	50	;	1138	;	saida
73387	;	49	;	1139	;	estacionamento
73404	;	50	;	1139	;	saida
73426	;	49	;	1140	;	estacionamento
73473	;	50	;	1140	;	saida
73495	;	49	;	1141	;	estacionamento
73522	;	50	;	1141	;	saida
73543	;	49	;	1142	;	estacionamento
73575	;	50	;	1142	;	saida
73597	;	49	;	1143	;	estacionamento
73609	;	50	;	1143	;	saida
73630	;	49	;	1144	;	estacionamento
73700	;	50	;	1144	;	saida
73734	;	49	;	1145	;	estacionamento
73761	;	50	;	1145	;	saida
73783	;	49	;	1146	;	estacionamento
73815	;	50	;	1146	;	saida
73837	;	49	;	1147	;	estacionamento
73859	;	50	;	1147	;	saida
73881	;	49	;	1148	;	estacionamento
73933	;	50	;	1148	;	saida
73955	;	49	;	1149	;	estacionamento
74002	;	50	;	1149	;	saida
74023	;	49	;	1150	;	estacionamento
74072	;	50	;	1150	;	saida
74100	;	49	;	1151	;	estacionamento
74147	;	50	;	1151	;	saida
74169	;	49	;	1152	;	estacionamento
74211	;	50	;	1152	;	saida
74232	;	49	;	1153	;	estacionamento
74249	;	50	;	1153	;	saida
75755	;	49	;	1154	;	estacionamento
75811	;	50	;	1154	;	saida
75842	;	49	;	1155	;	estacionamento
75873	;	50	;	1155	;	saida
75894	;	49	;	1156	;	estacionamento
75945	;	50	;	1156	;	saida
75965	;	49	;	1157	;	estacionamento
75986	;	50	;	1157	;	saida
76006	;	49	;	1232	;	estacionamento
76028	;	50	;	1232	;	saida
76048	;	49	;	1233	;	estacionamento
76094	;	50	;	1233	;	saida
76117	;	49	;	1222	;	estacionamento
76153	;	50	;	1222	;	saida
76179	;	49	;	1234	;	estacionamento
76199	;	50	;	1234	;	saida
76222	;	49	;	1238	;	estacionamento
76232	;	50	;	1238	;	saida
76255	;	49	;	1210	;	estacionamento
76311	;	50	;	1210	;	saida
76334	;	49	;	1213	;	estacionamento
76355	;	50	;	1213	;	saida
76378	;	49	;	1220	;	estacionamento
76418	;	50	;	1220	;	saida
76441	;	49	;	1190	;	estacionamento
76467	;	50	;	1190	;	saida
76513	;	49	;	1208	;	estacionamento
76540	;	50	;	1208	;	saida
76563	;	49	;	1221	;	estacionamento
76579	;	50	;	1221	;	saida
76601	;	49	;	1209	;	estacionamento
76612	;	50	;	1209	;	saida
76635	;	49	;	1217	;	estacionamento
76689	;	50	;	1217	;	saida
76712	;	49	;	1225	;	estacionamento
76766	;	50	;	1225	;	saida
76791	;	49	;	1205	;	estacionamento
76847	;	50	;	1205	;	saida
76869	;	49	;	1235	;	estacionamento
76880	;	50	;	1235	;	saida
76903	;	49	;	1203	;	estacionamento
76948	;	50	;	1203	;	saida
76970	;	49	;	1168	;	estacionamento
77016	;	50	;	1168	;	saida
77038	;	49	;	1172	;	estacionamento
77084	;	50	;	1172	;	saida
77106	;	49	;	1184	;	estacionamento
77130	;	50	;	1184	;	saida
77153	;	49	;	1187	;	estacionamento
77168	;	50	;	1187	;	saida
77190	;	49	;	1189	;	estacionamento
77230	;	50	;	1189	;	saida
77252	;	49	;	1200	;	estacionamento
77288	;	50	;	1200	;	saida
77310	;	49	;	1206	;	estacionamento
77325	;	50	;	1206	;	saida
77348	;	49	;	1224	;	estacionamento
77393	;	50	;	1224	;	saida
77416	;	49	;	1226	;	estacionamento
77461	;	50	;	1226	;	saida
77486	;	49	;	1178	;	estacionamento
77530	;	50	;	1178	;	saida
77552	;	49	;	1215	;	estacionamento
77596	;	50	;	1215	;	saida
